Entry Date,Exit Date,Direction,Shares,Entry Price,Exit Price,PnL ($)
2025-10-10 14:00,2025-10-10 15:30,LONG,100,42.05500030517578,37.720001220703125,-433.5
2025-10-10 16:00,2025-10-13 13:30,SHORT,200,37.630001068115234,38.22999954223633,-120.0
2025-10-13 14:00,2025-10-20 14:00,LONG,400,38.68999862670898,42.310001373291016,1448.0
2025-10-20 14:30,2025-10-22 14:30,LONG,100,42.70500183105469,38.95000076293945,-375.5
2025-10-22 15:00,2025-10-24 14:00,SHORT,200,39.1150016784668,43.40999984741211,-859.0
2025-10-24 14:30,2025-10-27 14:30,LONG,400,43.310001373291016,46.67499923706055,1346.0
2025-10-27 15:00,2025-10-29 14:00,LONG,100,46.48310089111328,50.65999984741211,417.69
2025-10-29 14:30,2025-10-31 17:30,LONG,100,50.119998931884766,47.03499984741211,-308.5
2025-10-31 18:00,2025-11-04 20:00,SHORT,200,47.125,43.869998931884766,651.0
2025-11-04 20:30,2025-11-05 18:00,LONG,100,43.69499969482422,46.87990188598633,318.49
2025-11-05 18:30,2025-11-06 16:00,LONG,100,47.334999084472656,42.85749816894531,-447.75
2025-11-06 16:30,2025-11-07 15:30,SHORT,200,43.2400016784668,39.52000045776367,744.0
2025-11-07 16:00,2025-11-10 14:30,LONG,100,38.209999084472656,45.060001373291016,685.0
2025-11-10 15:00,2025-11-13 15:00,LONG,100,44.834999084472656,41.48500061035156,-335.0
2025-11-13 15:30,2025-11-13 20:30,SHORT,200,41.40999984741211,38.41999816894531,598.0
2025-11-14 14:30,2025-11-14 15:00,LONG,100,35.7400016784668,38.96500015258789,322.5
2025-11-14 15:30,2025-11-18 15:00,LONG,100,38.720001220703125,33.959999084472656,-476.0
2025-11-18 15:30,2025-11-19 15:30,SHORT,200,34.029998779296875,37.060001373291016,-606.0
2025-11-19 16:00,2025-11-20 19:00,LONG,400,36.09999847412109,32.29999923706055,-1520.0
2025-11-20 19:30,2025-11-21 15:30,SHORT,800,32.540000915527344,28.934999465942383,2884.0
2025-11-21 16:00,2025-11-21 19:00,LONG,100,29.049999237060547,32.38999938964844,334.0
2025-11-21 19:30,2025-11-24 18:30,LONG,100,32.95500183105469,36.02000045776367,306.5
2025-11-24 19:00,2025-11-26 16:30,LONG,100,35.880001068115234,39.29499816894531,341.5
2025-11-26 17:00,2025-12-01 19:00,LONG,100,39.130001068115234,42.2400016784668,311.0
2025-12-01 19:30,2025-12-03 15:30,LONG,100,41.5099983215332,44.63999938964844,313.0
2025-12-03 16:00,2025-12-08 15:00,LONG,100,44.630001068115234,47.80820083618164,317.82
2025-12-08 15:30,2025-12-12 15:30,LONG,100,47.4900016784668,43.875,-361.5
2025-12-12 16:00,2025-12-16 15:30,SHORT,200,43.09000015258789,39.75199890136719,667.6
2025-12-16 16:00,2025-12-17 16:00,LONG,100,40.4900016784668,37.18000030517578,-331.0
2025-12-17 16:30,2025-12-19 15:00,SHORT,200,37.18000030517578,41.93000030517578,-950.0
2025-12-19 15:30,2025-12-26 16:00,LONG,400,41.43989944458008,44.52619934082031,1234.52
2025-12-26 16:30,2026-01-02 15:00,LONG,100,44.459999084472656,47.4900016784668,303.0
2026-01-02 15:30,2026-01-05 15:00,LONG,100,46.33000183105469,49.869998931884766,354.0
2026-01-05 15:30,2026-01-06 19:00,LONG,100,50.665000915527344,53.66999816894531,300.5
