Date,close,high,low,open,volume,openinterest
2016-01-11,1.210913896560669,1.2436740956373546,1.1617735979456403,1.213339967265497,9301500,0
2016-01-12,1.2412468194961548,1.2752200476545477,1.1896795918458885,1.2539869427771309,8331000,0
2016-01-13,1.1235531568527222,1.2691540433678152,1.1199131835063199,1.2436739044998324,6531000,0
2016-01-14,1.1927133798599243,1.210913459786443,1.0901857856239878,1.1381130315993342,8373000,0
2016-01-15,1.0319454669952393,1.0750187292263806,0.9834122458629914,1.0489326205245388,12220500,0
2016-01-19,1.035585880279541,1.1029262628433796,1.0076786915147302,1.0859392123458877,9246000,0
2016-01-20,1.0556055307388306,1.0877587641401785,0.9682451104297636,0.9949382768814105,11091000,0
2016-01-21,1.0992860794067383,1.1429664114931872,1.0519658823680063,1.0847260771923137,13318500,0
2016-01-22,1.1635934114456177,1.186646612239717,1.1417533543041656,1.1611664732539855,12348000,0
2016-01-25,1.1138458251953125,1.1623791500100638,1.1065657722325883,1.1508530413318026,7657500,0
2016-01-26,1.146606206893921,1.1726932938416788,1.1114190792947065,1.1314391470317022,7986000,0
2016-01-27,1.105959415435791,1.1702667833911777,1.0883662791348914,1.126586550614852,9180000,0
2016-01-28,1.0962530374526978,1.1381132735761015,1.0719859336147568,1.1332592887070199,6303000,0
2016-01-29,1.2442799806594849,1.2467069188252748,1.114453108288994,1.114453108288994,11986500,0
2016-02-01,1.2630870342254639,1.2818940695885872,1.207273639015928,1.2181937761111852,8037000,0
2016-02-02,1.138113260269165,1.2218337315371042,1.12537324515329,1.2218337315371042,8760000,0
2016-02-03,1.1472134590148926,1.1830066795749257,1.076233101632825,1.177546718841579,9664500,0
2016-02-04,1.203633427619934,1.2266866239470469,1.1441792029412914,1.1526731595229731,13746000,0
2016-02-05,1.0816926956176758,1.1927132586739957,1.0659185786426058,1.1927132586739957,16936500,0
2016-02-08,0.997972309589386,1.031338470514725,0.9494381142501046,1.0276984980731534,10143000,0
2016-02-09,0.9785582423210144,1.035585527234833,0.9530781091855625,0.9609651140922169,6549000,0
2016-02-10,0.957325279712677,1.033158630210558,0.9561122446445525,1.0131385614583375,13690500,0
2016-02-11,0.9354851245880127,0.9530782555180005,0.899691911264184,0.9100049875404259,18111000,0
2016-02-12,0.9973652362823486,1.0016122685039306,0.9275979416301439,0.9828052382316699,14359500,0
2016-02-16,1.1029260158538818,1.1199130625472904,1.0276986425410402,1.0416526677228515,19578000,0
2016-02-17,1.181793451309204,1.189073506246185,1.1205192307054936,1.1259792990284923,18730500,0
2016-02-18,1.1629866361618042,1.2109138995424353,1.1605596976024204,1.210306947940444,11878500,0
2016-02-19,1.1787595748901367,1.200599631464038,1.1557063746951137,1.1599534079390474,7744500,0
2016-02-22,1.2345737218856812,1.255199873559964,1.2175866752944204,1.22122664822579,8479500,0
2016-02-23,1.1745134592056274,1.226686768382233,1.1696594747103282,1.2072735424272374,5545500,0
2016-02-24,1.2236535549163818,1.2315396926486673,1.113239056662175,1.134473135562218,14658000,0
2016-02-25,1.2709739208221436,1.272186955883889,1.1939265593319064,1.241246751174038,9294000,0
2016-02-26,1.2903872728347778,1.3067673714289059,1.2746141258061596,1.2994873155558417,11154000,0
2016-02-29,1.283713936805725,1.350447354418766,1.283713936805725,1.3104072170661043,15354000,0
2016-03-01,1.390487551689148,1.3917005867103085,1.3104071712996164,1.3316402742978992,12424500,0
2016-03-02,1.4141477346420288,1.4147546860911944,1.3753205243058417,1.3929145226584612,8562000,0
2016-03-03,1.4171806573867798,1.4256746141704988,1.3874544664291912,1.4135406846422889,9262500,0
2016-03-04,1.462074875831604,1.497261134189891,1.4153606630871831,1.4481208515282662,17245500,0
2016-03-07,1.4784550666809082,1.4978681834909047,1.4171807420732345,1.4281007694402936,13198500,0
2016-03-08,1.3777477741241455,1.4469081391493117,1.3735007405687034,1.4426611055938694,13114500,0
2016-03-09,1.4117203950881958,1.4226405287776682,1.3783542359878902,1.3971603976372708,10950000,0
2016-03-10,1.430527687072754,1.4711748798441848,1.3722873655560208,1.4341676597070971,10504500,0
2016-03-11,1.5154613256454468,1.516068277093302,1.4687479773317196,1.4723880588031735,10131000,0
2016-03-14,1.4978680610656738,1.5178881276824896,1.4814879671133572,1.5051481148757073,10215000,0
2016-03-15,1.489375114440918,1.489375114440918,1.4523678904658148,1.482701143539246,10891500,0
2016-03-16,1.5306285619735718,1.536695582085532,1.4626811260627146,1.4778481881778551,12388500,0
2016-03-17,1.5639954805374146,1.5730955212165605,1.5106081629917982,1.5233482850312279,10372500,0
2016-03-18,1.6264817714691162,1.6295157690787347,1.559141409120931,1.5737015167856834,9391500,0
2016-03-21,1.6343690156936646,1.6355820508135102,1.587655773069183,1.6076758426750124,6912000,0
2016-03-22,1.6301218271255493,1.6458958383840199,1.5943286160180374,1.615561827200661,6469500,0
2016-03-23,1.5646015405654907,1.6228417566428834,1.5621754705814075,1.6216287216508418,7260000,0
2016-03-24,1.5609616041183472,1.5621756155524122,1.509395245332594,1.5294154231680597,10165500,0
2016-03-28,1.5591415166854858,1.5864416390795444,1.5379084135999035,1.5864416390795444,8259000,0
2016-03-29,1.6185957193374634,1.6270888085596127,1.5160682258510008,1.5433683477994709,8484000,0
2016-03-30,1.6671292781829834,1.6956424389975897,1.6452891125791091,1.6489291944202829,8788500,0
2016-03-31,1.6386159658432007,1.662882091063207,1.635581967943638,1.6519620635115886,6111000,0
2016-04-01,1.6707693338394165,1.6719823690697224,1.585228870852664,1.61495604463159,8401500,0
2016-04-04,1.6246616840362549,1.67258892811927,1.6167755471475085,1.670768833413655,6859500,0
2016-04-05,1.5955419540405273,1.631942231968331,1.5712758252957377,1.5852288764442573,4804500,0
2016-04-06,1.644075870513916,1.6483219270007523,1.5530753546710916,1.593721682583683,7842000,0
2016-04-07,1.567028522491455,1.6258758001259337,1.5512553787957153,1.618595745791151,4113000,0
2016-04-08,1.590688705444336,1.6349758753415247,1.5749155614165606,1.6131358203584718,5931000,0
2016-04-11,1.5882617235183716,1.6604560792481384,1.5882617235183716,1.616168907552237,4776000,0
2016-04-12,1.583409070968628,1.611316152790588,1.521528754127652,1.5943291013567826,6948000,0
2016-04-13,1.6913963556289673,1.6938224259322876,1.6107089066432112,1.6149559399277302,8346000,0
2016-04-14,1.6501415967941284,1.6580286004804123,1.5997882896851465,1.6458954329202213,7392000,0
2016-04-15,1.6058558225631714,1.6537820993074663,1.6046418111391922,1.6537820993074663,4174500,0
2016-04-18,1.6082817316055298,1.6216286961826982,1.5773415291594945,1.5773415291594945,5779500,0
2016-04-19,1.5470085144042969,1.6234489251613071,1.5294153835630913,1.6155619190835093,7656000,0
2016-04-20,1.5925087928771973,1.6143489577254968,1.5348754132512892,1.537908543478027,6774000,0
2016-04-21,1.5646015405654907,1.5937216486041872,1.5427613781756884,1.5937216486041872,3598500,0
2016-04-22,1.5730955600738525,1.6149557916243378,1.536088336532786,1.5682415757350325,4846500,0
2016-04-25,1.5445811748504639,1.5840153299086022,1.5336611492375065,1.5555012004634212,3564000,0
