Date,close,high,low,open,volume,openinterest
2023-06-27,11.6705322265625,12.002703811663023,11.475004322404082,11.754330002624913,354200,0
2023-06-28,11.23342514038086,11.520300328961365,11.059789835730879,11.33156670910274,369800,0
2023-06-29,11.610893249511719,11.761880012712052,11.494633117864705,11.72413314192155,234500,0
2023-06-30,11.324017524719238,11.98835997256483,10.614379409953289,11.98835997256483,531300,0
2023-07-03,11.920413970947266,12.011006011212393,11.527848463131711,11.588243156641797,306000,0
2023-07-05,11.354214668273926,11.497651904179888,11.150382730937913,11.18058008165294,334900,0
2023-07-06,11.225875854492188,11.490103215732436,10.886155475727325,11.490103215732436,336500,0
2023-07-07,11.135285377502441,11.339118065587511,11.045447831578004,11.142834896311905,171500,0
2023-07-10,11.625990867614746,11.625990867614746,11.082438552738319,11.097536868170737,520100,0
2023-07-11,11.36931324005127,11.542947819592653,11.146607517622726,11.225875290032072,418100,0
2023-07-12,11.135285377502441,11.573147388986953,11.052242830483564,11.422160612606387,422300,0
2023-07-13,12.236732482910156,12.380924954396551,11.286270122690537,11.3240169899828,1288300,0
2023-07-14,10.976747512817383,11.934759425921378,10.817456720499424,11.792076708655467,682200,0
2023-07-17,10.750266075134277,11.059789075224785,10.576631502385583,11.00694389568589,503400,0
2023-07-18,10.606828689575195,10.810660607530227,10.418095085561266,10.659673868311396,552200,0
2023-07-19,10.840858459472656,10.886154843325365,10.584181350845968,10.75781592903122,303100,0
2023-07-20,10.614380836486816,11.006946455723062,10.448295022213687,10.969199581575294,325200,0
2023-07-21,10.697421073913574,10.825759986328697,10.621927341918237,10.72006890552754,226800,0
2023-07-24,10.116122245788574,10.244461171351286,9.923614577406164,10.229362855382435,520700,0
2023-07-25,10.176517486572266,10.297307620505123,10.131221816313928,10.131221816313928,292200,0
2023-07-26,10.282208442687988,10.325995072626808,10.153869512114241,10.184822105003349,125900,0
2023-07-27,10.055728912353516,10.364497471570909,9.980235882297977,10.335054635478695,214700,0
2023-07-28,10.221813201904297,10.395448512994962,10.123671629542033,10.176516814674924,346500,0
2023-07-31,10.063278198242188,10.304857040762798,10.040630361746317,10.304857040762798,213600,0
2023-08-01,10.146318435668945,10.191614818311201,9.595216646630712,9.86699278259951,384300,0
2023-08-02,10.033079147338867,10.27465794903271,9.830001733177454,10.229362283695924,494600,0
2023-08-03,10.116122245788574,10.228607615601245,10.017981392086885,10.040629226020993,295800,0
2023-08-04,9.919838905334473,10.168967215563187,9.866993004403636,10.063276133663106,712200,0
2023-08-07,10.002881050109863,10.025528881086911,9.655611188628342,9.95003587117623,240400,0
2023-08-08,10.561532974243164,10.682322373239831,10.146318875220915,10.259559476751496,279300,0
2023-08-09,10.168965339660645,10.606827181104665,10.138767996111453,10.599277665227001,370300,0
2023-08-10,10.176517486572266,10.395449199347114,10.085925426093896,10.31995545563429,169700,0
2023-08-11,10.146318435668945,10.289756380734772,10.040628076106314,10.191614818311201,198800,0
2023-08-14,10.101024627685547,10.342603459570809,10.017982084215417,10.085925590711863,226200,0
2023-08-15,9.980234146118164,10.210488675688074,9.889642093834023,10.116121864563558,146200,0
2023-08-16,9.919838905334473,10.002881435423513,9.791499991584942,9.919838905334473,139700,0
2023-08-17,9.05921459197998,9.504626091279533,8.908227826105986,9.504626091279533,567100,0
2023-08-18,7.87396764755249,8.077799603242829,7.609740265032082,7.9947570612892385,561300,0
2023-08-21,7.87396764755249,7.919263317722923,7.685234008598398,7.806023422335145,190200,0
2023-08-22,7.662585258483887,7.82791653828602,7.632387905818438,7.8135727417728065,114400,0
2023-08-23,8.115545272827148,8.2287851514401,7.670133835682781,7.677683352913401,375900,0
