Entry Date,Exit Date,Direction,Shares,Entry Price,Exit Price,PnL ($)
2010-03-11 10:00,2016-12-09 10:00,LONG,100,0.585388101346895,3.619067229022898,303.37
2016-12-09 10:30,2017-06-07 14:00,LONG,100,3.6006171486089302,6.617536421456032,301.69
2017-06-07 14:30,2017-11-01 10:00,LONG,100,6.618792375802299,9.602402420480376,298.36
2017-11-01 10:30,2018-03-12 10:00,LONG,100,9.578195614913009,12.689695961245382,311.15
2018-03-12 10:30,2018-03-28 10:00,LONG,100,12.67704670989271,9.652592127772504,-302.45
2018-03-28 10:30,2018-10-24 11:30,SHORT,200,9.51129181253704,6.294998422603723,643.26
2018-10-24 12:00,2019-03-21 13:00,LONG,100,6.315975259897658,9.492002604191656,317.6
2019-03-21 13:30,2019-04-23 15:30,LONG,100,9.490945010605854,12.529253005981444,303.83
2019-04-24 09:30,2019-05-13 10:00,LONG,100,12.500335555009544,9.250982904145172,-324.94
2019-05-13 10:30,2019-07-24 11:30,SHORT,200,9.261301493408006,12.354199197307407,-618.58
2019-07-24 12:00,2019-08-05 10:00,LONG,400,12.436130980431884,9.103456516906595,-1333.07
2019-08-05 10:30,2019-09-11 14:30,SHORT,800,8.987590553560104,11.992684674014562,-2404.08
2019-09-11 15:00,2019-11-07 10:30,LONG,1600,12.007270988609156,14.908707420405683,4642.3
2019-11-07 11:00,2019-12-23 10:00,LONG,100,14.881574203320854,18.291063120094336,340.95
2019-12-23 10:30,2020-02-25 13:00,LONG,100,18.276209075240253,15.235507951525308,-304.07
2020-02-25 13:30,2020-02-28 10:00,SHORT,200,14.934116444876942,11.171460221618394,752.53
2020-02-28 10:30,2020-03-02 15:00,LONG,100,11.541197353331272,14.541220367931617,300.0
2020-03-02 15:30,2020-03-09 10:00,LONG,100,14.54057502746582,9.779996062909651,-476.06
2020-03-09 10:30,2020-03-12 13:30,SHORT,200,10.047989853280876,6.928966204660342,623.8
2020-03-12 14:00,2020-05-21 09:30,LONG,100,6.842637035836332,9.842953283666612,300.03
2020-05-21 10:00,2020-06-08 10:00,LONG,100,9.789846195727767,12.80455109399094,301.47
2020-06-08 10:30,2020-08-04 13:00,LONG,100,12.802719384372164,15.877529876139768,307.48
2020-08-04 13:30,2020-09-02 10:00,LONG,100,15.999442187035289,19.21439741961164,321.5
2020-09-02 10:30,2020-09-04 10:00,LONG,100,19.213358034036403,15.92358956122071,-328.98
2020-09-04 10:30,2020-10-09 10:00,SHORT,200,15.910968883982502,19.46948269169405,-711.7
2020-10-09 10:30,2020-10-28 10:30,LONG,400,19.44571832828434,16.395426790121387,-1220.12
2020-10-28 11:00,2020-11-05 10:00,SHORT,800,16.26891433823176,20.704523727762627,-3548.49
2020-11-05 10:30,2020-11-09 10:00,LONG,1600,20.826288056228915,23.92944630853307,4965.05
2020-11-09 10:30,2020-11-10 12:30,LONG,100,23.61618538861377,20.47085131809175,-314.53
2020-11-10 13:00,2020-11-16 15:00,SHORT,200,20.40881626979567,23.481468583100487,-614.53
2020-11-16 15:30,2020-12-01 10:00,LONG,400,23.67085647583008,26.838551539101683,1267.08
2020-12-01 10:30,2020-12-04 15:30,LONG,100,27.092164338995023,30.209644317626957,311.75
2020-12-07 09:30,2020-12-10 10:00,LONG,100,30.773341774811264,27.712423038766204,-306.09
2020-12-10 10:30,2021-01-04 10:30,SHORT,200,27.87511794687332,30.611175761931968,-547.21
2021-01-04 11:00,2021-01-07 12:30,LONG,400,30.28023215192421,33.47422686820848,1277.6
2021-01-07 13:00,2021-01-13 10:00,LONG,100,33.94348066327591,37.430139246685,348.67
2021-01-13 10:30,2021-01-20 09:30,LONG,100,37.35174687118744,41.8588718137004,450.71
2021-01-20 10:00,2021-01-26 14:00,LONG,100,41.511702339377386,38.490803543600165,-302.09
2021-01-26 14:30,2021-01-27 10:30,SHORT,200,38.350735262155965,34.95908753288999,678.33
2021-01-27 11:00,2021-02-02 10:00,LONG,100,34.77157834170633,37.97651171155271,320.49
2021-02-02 10:30,2021-02-11 13:00,LONG,100,37.97651171155271,41.63154965710894,365.5
2021-02-11 13:30,2021-02-16 10:00,LONG,100,41.83325585856016,45.98710736952992,415.39
2021-02-16 10:30,2021-02-18 09:30,LONG,100,45.893701489301776,40.92787405066165,-496.58
2021-02-18 10:00,2021-02-19 11:30,SHORT,200,40.79881175684529,43.63166622626935,-566.57
2021-02-19 12:00,2021-02-22 13:30,LONG,400,43.56860385787131,40.85293633784851,-1086.27
2021-02-22 14:00,2021-02-23 10:00,SHORT,800,40.473410332698016,37.25046771372371,2578.35
2021-02-23 10:30,2021-02-24 13:30,LONG,100,37.13121839066277,40.7823863334048,365.12
2021-02-24 14:00,2021-02-25 12:30,LONG,100,41.41216520949607,38.12406158069933,-328.81
2021-02-25 13:00,2021-03-01 13:00,SHORT,200,37.36014914806499,40.39347196187181,-606.66
2021-03-01 13:30,2021-03-03 09:30,LONG,400,40.7392258532353,37.72437954297674,-1205.94
2021-03-03 10:00,2021-03-03 15:00,SHORT,800,37.46135487650408,33.83418498420532,2901.74
2021-03-03 15:30,2021-03-04 14:00,LONG,100,33.95193862915039,29.80873090508292,-414.32
2021-03-04 14:30,2021-03-08 15:30,SHORT,200,29.99528478911204,26.68829727172852,661.4
2021-03-09 09:30,2021-03-10 10:00,LONG,100,29.42307411677679,33.085445305752685,366.24
2021-03-10 10:30,2021-03-16 10:00,LONG,100,32.50720776583769,35.82079956545268,331.36
2021-03-16 10:30,2021-03-19 09:30,LONG,100,35.72622060143499,32.982157224157355,-274.41
2021-03-19 10:00,2021-03-23 10:00,SHORT,200,33.14273058813417,36.166283876491086,-604.71
2021-03-23 10:30,2021-03-24 14:00,LONG,400,35.83725494142618,32.376419161315184,-1384.33
2021-03-24 14:30,2021-03-26 14:30,SHORT,800,32.17828240576201,35.9772370962863,-3039.16
2021-03-26 15:00,2021-04-01 11:30,LONG,1600,36.24966298054975,39.64804277168677,5437.41
2021-04-01 12:00,2021-04-05 10:00,LONG,100,39.864453810465314,43.30490991226264,344.05
2021-04-05 10:30,2021-04-14 15:30,LONG,100,43.256187376559794,40.0400619506836,-321.61
2021-04-15 09:30,2021-04-20 10:00,SHORT,200,41.08787531198556,37.67699140821105,682.18
2021-04-20 10:30,2021-04-27 09:30,LONG,100,37.73155172740245,41.50505842931806,377.35
2021-04-27 10:00,2021-04-28 15:00,LONG,100,41.50297280891854,38.41166576423446,-309.13
2021-04-28 15:30,2021-05-03 14:00,SHORT,200,38.24519348144531,35.50913232144492,547.21
2021-05-03 14:30,2021-05-10 14:00,LONG,100,35.095468944177384,32.2440384647785,-285.14
2021-05-10 14:30,2021-05-11 10:00,SHORT,200,31.730058390006626,28.54173674360173,637.66
2021-05-11 10:30,2021-05-20 10:00,LONG,100,28.741363989325702,31.969313010764854,322.79
2021-05-20 10:30,2021-05-24 13:30,LONG,100,31.80753953485562,34.943336793799375,313.58
2021-05-24 14:00,2021-06-01 10:00,LONG,100,35.12153073260714,38.22465856729043,310.31
2021-06-01 10:30,2021-06-28 12:30,LONG,100,38.06814112313071,41.33172304022749,326.36
2021-06-28 13:00,2021-07-08 10:00,LONG,100,41.47775114468956,37.59354409428835,-388.42
2021-07-08 10:30,2021-07-12 10:00,SHORT,200,37.61364466865274,41.0073559744114,-678.74
2021-07-12 10:30,2021-07-16 11:00,LONG,400,41.19864271539723,37.89340304000753,-1322.1
2021-07-16 11:30,2021-07-19 10:00,SHORT,800,38.10086064172685,34.33284410201892,3014.41
2021-07-19 10:30,2021-07-21 10:00,LONG,100,34.511770935310125,37.9099450392978,339.82
2021-07-21 10:30,2021-07-29 13:00,LONG,100,38.31023050186264,41.174502281277206,286.43
2021-07-29 13:30,2021-08-03 13:00,LONG,100,41.28625547485386,44.37361060934746,308.74
2021-08-03 13:30,2021-08-12 15:30,LONG,100,44.2957445994485,41.349830627441406,-294.59
2021-08-13 09:30,2021-08-18 13:30,SHORT,200,41.23340314954676,38.056805647602594,635.32
2021-08-18 14:00,2021-08-23 12:30,LONG,100,37.98567478324215,41.34973146983973,336.41
2021-08-23 13:00,2021-08-27 12:30,LONG,100,41.36356555748212,44.8286023881882,346.5
2021-08-27 13:00,2021-09-28 14:30,LONG,100,44.89659867146799,41.38604851534892,-351.06
2021-09-28 15:00,2021-10-04 11:00,SHORT,200,41.08572430087011,37.639798258188776,689.19
2021-10-04 11:30,2021-10-15 10:00,LONG,100,37.44079209201714,40.7841634520343,334.34
2021-10-15 10:30,2021-10-21 15:00,LONG,100,40.73097197235629,44.157826754124265,342.69
2021-10-21 15:30,2021-11-01 13:00,LONG,100,44.2313232421875,47.81857331606439,358.73
2021-11-01 13:30,2021-11-03 10:30,LONG,100,47.71526836754928,50.782829224087536,306.76
2021-11-03 11:00,2021-11-04 10:30,LONG,100,50.86024930570999,54.46431059635177,360.41
2021-11-04 11:00,2021-11-05 10:00,LONG,100,54.6028392971756,58.30190125738047,369.91
2021-11-05 10:30,2021-11-08 15:00,LONG,100,58.4661599372507,61.59166015191867,312.55
2021-11-08 15:30,2021-11-10 10:00,LONG,100,61.6463737487793,57.911323905123865,-373.5
2021-11-10 10:30,2021-11-12 15:00,SHORT,200,58.449436124591806,61.39212877918128,-588.54
2021-11-12 15:30,2021-11-18 10:00,LONG,400,61.4620361328125,65.80031497192118,1735.31
2021-11-18 10:30,2021-11-23 10:00,LONG,100,66.0717051480678,62.61606427229869,-345.56
2021-11-23 10:30,2021-11-26 15:00,SHORT,200,62.78001775644004,59.64249971788517,627.5
2021-11-26 15:30,2021-11-29 11:00,LONG,100,59.541046142578125,63.35768310635845,381.66
2021-11-29 11:30,2021-12-02 10:00,LONG,100,63.54639226319391,59.60686354007444,-393.95
2021-12-02 10:30,2021-12-03 10:00,SHORT,200,59.79422076863517,63.89702441102255,-820.56
2021-12-03 10:30,2021-12-06 10:00,LONG,400,63.26673882140963,60.61353438459621,-1061.28
2021-12-06 10:30,2021-12-07 10:00,SHORT,800,60.13100284171642,65.15618801359513,-4020.15
2021-12-13 13:30,2021-12-14 10:00,LONG,1600,62.44323787009108,58.25926094786772,-6694.36
2022-03-07 15:30,2022-03-09 10:00,SHORT,3200,28.7054386138916,32.96034160024455,-13615.69
2022-06-30 10:00,2022-07-19 12:30,LONG,6400,12.705170241878626,15.786985801466448,19723.62
2022-07-19 13:00,2022-08-01 09:30,LONG,100,16.10121515540392,18.863720719959115,276.25
2022-08-01 10:00,2022-08-29 09:30,LONG,100,18.80979102005907,15.044326909622775,-376.55
2022-08-29 10:00,2022-09-13 15:30,SHORT,200,15.023416250637307,11.749735832214355,654.74
2022-09-14 09:30,2022-09-30 10:00,LONG,100,11.93438821826388,8.65848237883167,-327.59
2022-09-30 10:30,2022-11-10 15:00,SHORT,200,8.634211853562707,11.656746511903368,-604.51
2022-11-10 15:30,2022-12-28 13:00,LONG,400,11.778444290161133,8.762539240459274,-1206.36
2022-12-28 13:30,2023-01-11 11:30,SHORT,800,8.796826106905673,11.897902955928949,-2480.86
2023-01-11 12:00,2023-01-26 15:00,LONG,1600,11.867522125043765,14.918018117218669,4880.79
2023-01-26 15:30,2023-03-31 15:30,LONG,100,14.912572860717772,17.93381690979004,302.12
2023-04-03 09:30,2023-04-20 10:00,LONG,100,17.561430001550214,14.539577091065064,-302.19
2023-04-20 10:30,2023-05-25 10:00,SHORT,200,14.57491606538666,17.950769097915835,-675.17
2023-05-25 10:30,2023-05-26 14:00,LONG,400,18.164176134794108,21.842512923607853,1471.33
2023-05-26 14:30,2023-06-13 10:00,LONG,100,22.145829346679943,25.1956019907168,304.98
2023-06-13 10:30,2023-06-22 10:00,LONG,100,25.19058506243672,21.956493574486714,-323.41
2023-06-22 10:30,2023-07-03 12:30,SHORT,200,21.957282709890343,24.87338910552553,-583.22
2023-07-03 13:00,2023-07-31 10:30,LONG,400,24.945727646835152,27.885819488798564,1176.04
2023-07-31 11:00,2023-08-02 15:30,LONG,100,27.90556272506378,24.812406539916992,-309.32
2023-08-03 09:30,2023-08-11 15:00,SHORT,200,23.840717128112946,20.83573536602023,601.0
2023-08-11 15:30,2023-09-01 10:00,LONG,100,20.74898147583008,23.724600148788326,297.56
2023-09-01 10:30,2023-09-12 10:00,LONG,100,23.818096763320845,20.57450420967941,-324.36
2023-09-12 10:30,2023-09-21 10:00,SHORT,200,20.54778543148581,17.35563321263152,638.43
2023-09-21 10:30,2023-10-12 11:00,LONG,100,17.405290314719498,20.207309280061835,280.2
2023-10-12 11:30,2023-10-19 14:30,LONG,100,20.47040735319246,17.337749509987106,-313.27
2023-10-19 15:00,2023-11-13 09:30,SHORT,200,17.233080438590118,19.77076917483945,-507.54
2023-11-13 10:00,2023-11-20 10:30,LONG,400,19.7695978091888,22.831893915718595,1224.92
2023-11-20 11:00,2023-12-12 14:30,LONG,100,22.954361861458718,26.109832321584566,315.55
2023-12-12 15:00,2023-12-14 14:00,LONG,100,26.132250462415765,29.180445586638303,304.82
2023-12-14 14:30,2024-01-03 10:00,LONG,100,29.443486826321067,26.30166314325392,-314.18
2024-01-03 10:30,2024-01-18 10:00,SHORT,200,26.16507451363764,30.354394672860682,-837.86
2024-01-18 10:30,2024-01-19 13:30,LONG,400,30.3430803096318,33.45394891722591,1244.35
2024-01-19 14:00,2024-01-24 10:00,LONG,100,33.5306000952144,36.707615197427394,317.7
