Entry Date,Exit Date,Direction,Shares,Entry Price,Exit Price,PnL ($)
2024-01-24 10:30,2024-01-26 14:00,LONG,100,36.675242872970045,33.93339824346224,-274.18
2024-01-26 14:30,2024-02-09 10:00,SHORT,200,33.66596691852684,37.55095348441988,-777.0
2024-02-09 10:30,2024-02-22 14:00,LONG,400,37.41328430547498,40.58937359796649,1270.44
2024-02-22 14:30,2024-03-01 10:00,LONG,100,40.69814360885029,44.23197703251395,353.38
2024-03-01 10:30,2024-03-01 15:30,LONG,100,44.01924387159294,47.62149810791016,360.23
2024-03-04 09:30,2024-03-05 15:30,LONG,100,49.26701401335964,46.1533432006836,-311.37
2024-03-06 09:30,2024-03-07 11:30,SHORT,200,49.04039124254725,52.27449697107729,-646.82
2024-03-07 12:00,2024-03-08 15:00,LONG,400,52.594046703976176,48.51960474212237,-1629.78
2024-03-08 15:30,2024-03-14 10:00,SHORT,800,48.23241424560547,44.43252011751842,3039.92
2024-03-14 10:30,2024-03-15 10:00,LONG,100,44.532931601775196,41.03338531892983,-349.95
2024-03-15 10:30,2024-03-21 10:00,SHORT,200,41.22140294764677,46.605992604172414,-1076.92
2024-03-21 10:30,2024-03-25 10:00,LONG,400,46.918217167206215,43.73057497235905,-1275.06
2024-03-25 10:30,2024-04-01 15:30,SHORT,800,44.2436467937432,47.32542037963867,-2465.42
2024-04-02 09:30,2024-04-05 09:30,LONG,1600,45.19533732901765,42.108680010923536,-4938.65
2024-08-02 11:30,2024-08-05 10:00,SHORT,3200,29.628759407217164,23.71469628135313,18925.0
2024-08-05 10:30,2024-08-05 15:30,LONG,100,23.96519549309379,27.58098793029785,361.58
2024-08-06 09:30,2024-08-13 10:00,LONG,100,28.283120762241943,32.606872389418456,432.38
2024-08-13 10:30,2024-08-14 10:00,LONG,100,32.65949243796036,35.68658352032363,302.71
2024-08-14 10:30,2024-08-15 14:30,LONG,100,35.49930726004134,38.94444792208,344.51
2024-08-15 15:00,2024-08-27 10:00,LONG,100,39.22077132783158,36.3330156741163,-288.78
2024-08-27 10:30,2024-09-03 12:30,SHORT,200,36.48366042922234,33.80331549745487,536.07
2024-09-03 13:00,2024-09-04 10:00,LONG,100,32.010716009310016,29.05771617829712,-295.3
2024-09-04 10:30,2024-09-09 09:30,SHORT,200,29.166449809418364,26.878858975815284,457.52
2024-09-09 10:00,2024-09-11 13:00,LONG,100,26.987810181183487,29.961931099267005,297.41
2024-09-11 13:30,2024-09-19 10:00,LONG,100,30.67323191241003,34.21922054356208,354.6
2024-09-19 10:30,2024-09-26 10:00,LONG,100,34.564544988710296,39.62938342022367,506.48
2024-09-26 10:30,2024-09-30 10:00,LONG,100,39.86487431736702,36.11951716019168,-374.54
2024-09-30 10:30,2024-10-14 10:00,SHORT,200,35.98834094275944,39.05419698431853,-613.17
2024-10-14 10:30,2024-10-15 14:00,LONG,400,39.205056576123454,36.41854732151476,-1114.6
2024-10-15 14:30,2024-10-29 15:00,SHORT,800,34.244040485610604,37.39237095276073,-2518.66
2024-10-29 15:30,2024-10-30 11:00,LONG,1600,37.62574768066406,34.23618399516682,-5423.3
2024-10-31 10:00,2024-11-07 10:00,SHORT,3200,32.295715180220135,35.42198532877476,-10004.06
2025-03-31 10:00,2025-04-03 15:00,LONG,6400,15.03843742471549,11.482666619807642,-22756.93
